Lap;Time Lap;Strip;Time Strip;Absolute Time;Time;Distance;RPM;Speed GPS;T1;T2;Gf. X;Gf. Y;Orientation;Speed rear;Lat.;Lon.;Altitude;UTC time : 144105.00
1;47.01;1;47.01;0;0;0;4408;67.9;0;0;-0.03;-0.09;147.36;0;-15.8260913;-47.9711232;1081;
;;;;0.01;0.01;0.19;4411;67.9;0;0;-0.03;-0.09;147.35;0;-15.8260938;-47.9711216;1081;
;;;;0.02;0.02;0.38;4413;68;0;0;-0.03;-0.09;147.33;0;-15.8260962;-47.97112;1081;
;;;;0.03;0.03;0.57;4416;68;0;0;-0.03;-0.09;147.32;0;-15.8260987;-47.9711184;1081;
;;;;0.04;0.04;0.75;4419;68;0;0;-0.03;-0.09;147.31;0;-15.8261012;-47.9711167;1081;
;;;;0.05;0.05;0.94;4422;68;0;0;-0.03;-0.09;147.29;0;-15.8261037;-47.9711151;1081;
;;;;0.060000000000000005;0.06;1.13;4424;68.1;0;0;-0.02;-0.08;147.28;0;-15.8261061;-47.9711135;1081;
;;;;0.07;0.07;1.32;4427;68.1;0;0;-0.02;-0.08;147.27;0;-15.8261086;-47.9711119;1081;
;;;;0.08;0.08;1.51;4430;68.1;0;0;-0.02;-0.08;147.26;0;-15.8261111;-47.9711102;1081;
;;;;0.09;0.09;1.7;4432;68.2;0;0;-0.02;-0.08;147.24;0;-15.8261135;-47.9711086;1081;
;;;;0.09999999999999999;0.1;1.89;4435;68.2;0;0;-0.02;-0.08;147.23;0;-15.826116;-47.971107;1081;
;;;;0.10999999999999999;0.11;2.08;4434;68.2;0;0;-0.02;-0.08;147.19;0;-15.8261175;-47.971106;1081;
;;;;0.11999999999999998;0.12;2.27;4432;68.3;0;0;-0.02;-0.07;147.16;0;-15.826119;-47.971105;1081;
;;;;0.12999999999999998;0.13;2.46;4430;68.3;0;0;-0.02;-0.07;147.12;0;-15.8261205;-47.971104;1081;
;;;;0.13999999999999999;0.14;2.65;4429;68.3;0;0;-0.02;-0.06;147.09;0;-15.826122;-47.971103;1081;
;;;;0.15;0.15;2.84;4428;68.3;0;0;-0.03;-0.06;147.06;0;-15.8261235;-47.971102;1081;
;;;;0.16;0.16;3.03;4426;68.4;0;0;-0.03;-0.06;147.02;0;-15.826125;-47.971101;1081;
;;;;0.17;0.17;3.22;4424;68.4;0;0;-0.03;-0.05;146.99;0;-15.8261265;-47.9711;1081;
;;;;0.18000000000000002;0.18;3.41;4423;68.4;0;0;-0.03;-0.05;146.95;0;-15.826128;-47.971099;1081;
;;;;0.19000000000000003;0.19;3.6;4422;68.5;0;0;-0.03;-0.04;146.91;0;-15.8261295;-47.971098;1081;
;;;;0.20000000000000004;0.2;3.79;4420;68.5;0;0;-0.03;-0.04;146.88;0;-15.826131;-47.971097;1081;
;;;;0.21000000000000005;0.21;3.98;4420;68.5;0;0;-0.03;-0.03;146.84;0;-15.8261323;-47.9710959;1081;
;;;;0.22000000000000006;0.22;4.17;4421;68.6;0;0;-0.04;-0.02;146.8;0;-15.8261336;-47.9710948;1081;
;;;;0.23000000000000007;0.23;4.36;4421;68.6;0;0;-0.04;-0.01;146.76;0;-15.8261349;-47.9710937;1081;
;;;;0.24000000000000007;0.24;4.55;4421;68.7;0;0;-0.05;0;146.72;0;-15.8261362;-47.9710926;1081;
;;;;0.25000000000000006;0.25;4.74;4422;68.7;0;0;-0.05;0.01;146.68;0;-15.8261375;-47.9710915;1081;
;;;;0.26000000000000006;0.26;4.93;4422;68.7;0;0;-0.05;0.02;146.64;0;-15.8261388;-47.9710904;1081;
;;;;0.2700000000000001;0.27;5.12;4422;68.8;0;0;-0.06;0.03;146.6;0;-15.8261401;-47.9710893;1081;
;;;;0.2800000000000001;0.28;5.31;4422;68.8;0;0;-0.06;0.04;146.56;0;-15.8261414;-47.9710882;1081;
;;;;0.2900000000000001;0.29;5.5;4423;68.9;0;0;-0.07;0.05;146.52;0;-15.8261427;-47.9710871;1081;
;;;;0.3000000000000001;0.3;5.7;4423;68.9;0;0;-0.07;0.06;146.48;0;-15.826144;-47.971086;1081;
;;;;0.3100000000000001;0.31;5.89;4418;68.9;0;0;-0.07;0.07;146.5;0;-15.8261455;-47.9710851;1081;
;;;;0.3200000000000001;0.32;6.08;4412;68.9;0;0;-0.08;0.07;146.53;0;-15.826147;-47.9710842;1081;
;;;;0.3300000000000001;0.33;6.27;4406;68.9;0;0;-0.08;0.08;146.55;0;-15.8261485;-47.9710833;1081;
;;;;0.34000000000000014;0.34;6.46;4401;68.9;0;0;-0.09;0.09;146.58;0;-15.82615;-47.9710824;1081;
;;;;0.35000000000000014;0.35;6.65;4396;68.8;0;0;-0.09;0.1;146.6;0;-15.8261515;-47.9710815;1081;
;;;;0.36000000000000015;0.36;6.84;4390;68.8;0;0;-0.09;0.1;146.62;0;-15.826153;-47.9710806;1081;
;;;;0.37000000000000016;0.37;7.03;4384;68.8;0;0;-0.1;0.11;146.65;0;-15.8261545;-47.9710797;1081;
;;;;0.38000000000000017;0.38;7.23;4379;68.8;0;0;-0.1;0.12;146.67;0;-15.826156;-47.9710788;1081;
;;;;0.3900000000000002;0.39;7.42;4374;68.8;0;0;-0.11;0.12;146.7;0;-15.8261575;-47.9710779;1081;
;;;;0.4000000000000002;0.4;7.61;4368;68.8;0;0;-0.11;0.13;146.72;0;-15.826159;-47.971077;1081;
;;;;0.4100000000000002;0.41;7.8;4366;68.8;0;0;-0.11;0.13;146.75;0;-15.8261605;-47.971076;1081;
;;;;0.4200000000000002;0.42;7.99;4365;68.7;0;0;-0.11;0.13;146.77;0;-15.826162;-47.971075;1081;
;;;;0.4300000000000002;0.43;8.18;4364;68.7;0;0;-0.11;0.13;146.8;0;-15.8261635;-47.971074;1081;
;;;;0.4400000000000002;0.44;8.37;4362;68.6;0;0;-0.11;0.13;146.82;0;-15.826165;-47.971073;1081;
;;;;0.45000000000000023;0.45;8.56;4360;68.6;0;0;-0.11;0.12;146.85;0;-15.8261665;-47.971072;1081;
;;;;0.46000000000000024;0.46;8.75;4359;68.6;0;0;-0.11;0.12;146.88;0;-15.826168;-47.971071;1081;
;;;;0.47000000000000025;0.47;8.94;4358;68.5;0;0;-0.11;0.12;146.9;0;-15.8261695;-47.97107;1081;
;;;;0.48000000000000026;0.48;9.13;4356;68.5;0;0;-0.11;0.12;146.93;0;-15.826171;-47.971069;1081;
;;;;0.49000000000000027;0.49;9.32;4354;68.4;0;0;-0.11;0.12;146.95;0;-15.8261725;-47.971068;1081;
;;;;0.5000000000000002;0.5;9.51;4353;68.4;0;0;-0.11;0.12;146.98;0;-15.826174;-47.971067;1081;
;;;;0.5100000000000002;0.51;9.7;4351;68.3;0;0;-0.11;0.11;146.96;0;-15.8261755;-47.971066;1081;
;;;;0.5200000000000002;0.52;9.89;4349;68.3;0;0;-0.11;0.11;146.94;0;-15.826177;-47.971065;1081;
;;;;0.5300000000000002;0.53;10.08;4346;68.2;0;0;-0.1;0.1;146.93;0;-15.8261785;-47.971064;1081;
;;;;0.5400000000000003;0.54;10.27;4344;68.2;0;0;-0.1;0.1;146.91;0;-15.82618;-47.971063;1081;
;;;;0.5500000000000003;0.55;10.46;4342;68.1;0;0;-0.1;0.09;146.89;0;-15.8261815;-47.971062;1081;
;;;;0.5600000000000003;0.56;10.65;4340;68;0;0;-0.1;0.08;146.87;0;-15.826183;-47.971061;1081;
;;;;0.5700000000000003;0.57;10.84;4338;68;0;0;-0.1;0.08;146.85;0;-15.8261845;-47.97106;1081;
;;;;0.5800000000000003;0.58;11.03;4335;67.9;0;0;-0.09;0.07;146.84;0;-15.826186;-47.971059;1081;
;;;;0.5900000000000003;0.59;11.22;4333;67.9;0;0;-0.09;0.07;146.82;0;-15.8261875;-47.971058;1081;
;;;;0.6000000000000003;0.6;11.41;4331;67.8;0;0;-0.09;0.06;146.8;0;-15.826189;-47.971057;1081;
;;;;0.6100000000000003;0.61;11.6;4332;67.8;0;0;-0.09;0.06;146.79;0;-15.8261903;-47.971056;1081;
;;;;0.6200000000000003;0.62;11.78;4332;67.7;0;0;-0.08;0.06;146.79;0;-15.8261916;-47.971055;1081;
;;;;0.6300000000000003;0.63;11.97;4333;67.7;0;0;-0.07;0.06;146.78;0;-15.8261929;-47.971054;1081;
;;;;0.6400000000000003;0.64;12.16;4333;67.6;0;0;-0.07;0.06;146.78;0;-15.8261942;-47.971053;1081;
;;;;0.6500000000000004;0.65;12.35;4334;67.6;0;0;-0.07;0.06;146.77;0;-15.8261955;-47.971052;1081;
;;;;0.6600000000000004;0.66;12.54;4335;67.6;0;0;-0.06;0.06;146.76;0;-15.8261968;-47.971051;1081;
;;;;0.6700000000000004;0.67;12.72;4335;67.5;0;0;-0.06;0.06;146.76;0;-15.8261981;-47.97105;1081;
;;;;0.6800000000000004;0.68;12.91;4336;67.5;0;0;-0.05;0.06;146.75;0;-15.8261994;-47.971049;1081;
;;;;0.6900000000000004;0.69;13.1;4336;67.4;0;0;-0.04;0.06;146.75;0;-15.8262007;-47.971048;1081;
;;;;0.7000000000000004;0.7;13.29;4337;67.4;0;0;-0.04;0.06;146.74;0;-15.826202;-47.971047;1081;
;;;;0.7100000000000004;0.71;13.47;4329;67.4;0;0;-0.03;0.07;146.69;0;-15.8262035;-47.971046;1081;
;;;;0.7200000000000004;0.72;13.66;4322;67.4;0;0;-0.02;0.07;146.63;0;-15.826205;-47.971045;1081;
;;;;0.7300000000000004;0.73;13.85;4314;67.4;0;0;-0.01;0.07;146.57;0;-15.8262065;-47.971044;1081;
;;;;0.7400000000000004;0.74;14.03;4307;67.4;0;0;-0;0.08;146.52;0;-15.826208;-47.971043;1081;
;;;;0.7500000000000004;0.75;14.22;4299;67.3;0;0;0.01;0.09;146.47;0;-15.8262095;-47.971042;1081;
;;;;0.7600000000000005;0.76;14.41;4291;67.3;0;0;0.01;0.09;146.41;0;-15.826211;-47.971041;1081;
;;;;0.7700000000000005;0.77;14.6;4284;67.3;0;0;0.02;0.1;146.35;0;-15.8262125;-47.97104;1081;
;;;;0.7800000000000005;0.78;14.78;4276;67.3;0;0;0.03;0.1;146.3;0;-15.826214;-47.971039;1081;
;;;;0.7900000000000005;0.79;14.97;4269;67.3;0;0;0.04;0.1;146.25;0;-15.8262155;-47.971038;1081;
;;;;0.8000000000000005;0.8;15.16;4261;67.3;0;0;0.05;0.11;146.19;0;-15.826217;-47.971037;1081;
;;;;0.8100000000000005;0.81;15.34;4259;67.3;0;0;0.05;0.11;146.14;0;-15.8262184;-47.971036;1081;
;;;;0.8200000000000005;0.82;15.53;4258;67.3;0;0;0.06;0.11;146.09;0;-15.8262198;-47.971035;1081;
;;;;0.8300000000000005;0.83;15.72;4256;67.2;0;0;0.06;0.1;146.04;0;-15.8262212;-47.971034;1081;
;;;;0.8400000000000005;0.84;15.9;4255;67.2;0;0;0.06;0.1;145.99;0;-15.8262226;-47.971033;1081;
;;;;0.8500000000000005;0.85;16.09;4253;67.2;0;0;0.07;0.1;145.94;0;-15.826224;-47.971032;1081;
;;;;0.8600000000000005;0.86;16.28;4251;67.2;0;0;0.07;0.1;145.89;0;-15.8262254;-47.971031;1081;
;;;;0.8700000000000006;0.87;16.46;4250;67.2;0;0;0.07;0.1;145.84;0;-15.8262268;-47.97103;1081;
;;;;0.8800000000000006;0.88;16.65;4248;67.1;0;0;0.07;0.09;145.79;0;-15.8262282;-47.971029;1081;
;;;;0.8900000000000006;0.89;16.84;4247;67.1;0;0;0.08;0.09;145.74;0;-15.8262296;-47.971028;1081;
;;;;0.9000000000000006;0.9;17.02;4245;67.1;0;0;0.08;0.09;145.69;0;-15.826231;-47.971027;1081;
;;;;0.9100000000000006;0.91;17.21;4243;67;0;0;0.08;0.08;145.65;0;-15.8262323;-47.971026;1081;
;;;;0.9200000000000006;0.92;17.4;4240;67;0;0;0.09;0.08;145.6;0;-15.8262336;-47.971025;1081;
;;;;0.9300000000000006;0.93;17.58;4238;66.9;0;0;0.09;0.07;145.56;0;-15.8262349;-47.971024;1081;
;;;;0.9400000000000006;0.94;17.77;4236;66.8;0;0;0.09;0.07;145.51;0;-15.8262362;-47.971023;1081;
;;;;0.9500000000000006;0.95;17.95;4234;66.8;0;0;0.1;0.06;145.47;0;-15.8262375;-47.971022;1081;
;;;;0.9600000000000006;0.96;18.14;4231;66.7;0;0;0.1;0.05;145.43;0;-15.8262388;-47.971021;1081;
;;;;0.9700000000000006;0.97;18.32;4229;66.6;0;0;0.1;0.05;145.38;0;-15.8262401;-47.97102;1081;
;;;;0.9800000000000006;0.98;18.51;4227;66.5;0;0;0.1;0.04;145.34;0;-15.8262414;-47.971019;1081;
;;;;0.9900000000000007;0.99;18.69;4224;66.5;0;0;0.11;0.04;145.29;0;-15.8262427;-47.971018;1081;
;;;;1.0000000000000007;1;18.88;4222;66.4;0;0;0.11;0.03;145.25;0;-15.826244;-47.971017;1081;
;;;;1.0100000000000007;1.01;19.06;4219;66.4;0;0;0.12;0.03;145.23;0;-15.8262453;-47.971016;1081;
;;;;1.0200000000000007;1.02;19.25;4216;66.4;0;0;0.13;0.02;145.21;0;-15.8262466;-47.971015;1081;
;;;;1.0300000000000007;1.03;19.43;4213;66.3;0;0;0.14;0.01;145.18;0;-15.8262479;-47.971014;1081;
;;;;1.0400000000000007;1.04;19.62;4210;66.3;0;0;0.15;0.01;145.16;0;-15.8262492;-47.971013;1081;
;;;;1.0500000000000007;1.05;19.8;4208;66.3;0;0;0.15;0.01;145.14;0;-15.8262505;-47.971012;1081;
;;;;1.0600000000000007;1.06;19.98;4205;66.3;0;0;0.16;0;145.12;0;-15.8262518;-47.971011;1081;
;;;;1.0700000000000007;1.07;20.17;4202;66.3;0;0;0.17;-0.01;145.1;0;-15.8262531;-47.97101;1081;
;;;;1.0800000000000007;1.08;20.35;4199;66.2;0;0;0.18;-0.01;145.07;0;-15.8262544;-47.971009;1081;
;;;;1.0900000000000007;1.09;20.54;4196;66.2;0;0;0.19;-0.01;145.05;0;-15.8262557;-47.971008;1081;
;;;;1.1000000000000008;1.1;20.72;4193;66.2;0;0;0.2;-0.02;145.03;0;-15.826257;-47.971007;1081;
;;;;1.1100000000000008;1.11;20.9;4194;66.2;0;0;0.2;-0.01;145.05;0;-15.8262585;-47.971006;1081;
;;;;1.1200000000000008;1.12;21.09;4195;66.2;0;0;0.21;-0.01;145.08;0;-15.82626;-47.971005;1081;
;;;;1.1300000000000008;1.13;21.27;4196;66.3;0;0;0.21;-0.01;145.1;0;-15.8262615;-47.971004;1081;
;;;;1.1400000000000008;1.14;21.46;4197;66.3;0;0;0.22;0;145.12;0;-15.826263;-47.971003;1081;
;;;;1.1500000000000008;1.15;21.64;4198;66.3;0;0;0.23;0.01;145.15;0;-15.8262645;-47.971002;1081;
;;;;1.1600000000000008;1.16;21.82;4198;66.3;0;0;0.23;0.01;145.17;0;-15.826266;-47.971001;1081;
;;;;1.1700000000000008;1.17;22.01;4199;66.3;0;0;0.23;0.01;145.19;0;-15.8262675;-47.971;1081;
;;;;1.1800000000000008;1.18;22.19;4200;66.4;0;0;0.24;0.02;145.21;0;-15.826269;-47.970999;1081;
;;;;1.1900000000000008;1.19;22.38;4201;66.4;0;0;0.24;0.03;145.24;0;-15.8262705;-47.970998;1081;
;;;;1.2000000000000008;1.2;22.56;4202;66.4;0;0;0.25;0.03;145.26;0;-15.826272;-47.970997;1081;
;;;;1.2100000000000009;1.21;22.75;4205;66.4;0;0;0.25;0.04;145.31;0;-15.8262734;-47.9709962;1081;
;;;;1.2200000000000009;1.22;22.93;4209;66.4;0;0;0.25;0.04;145.36;0;-15.8262748;-47.9709954;1081;
;;;;1.2300000000000009;1.23;23.12;4212;66.4;0;0;0.25;0.05;145.41;0;-15.8262762;-47.9709946;1081;
;;;;1.2400000000000009;1.24;23.3;4216;66.4;0;0;0.25;0.05;145.46;0;-15.8262776;-47.9709938;1081;
;;;;1.2500000000000009;1.25;23.48;4219;66.4;0;0;0.25;0.06;145.51;0;-15.826279;-47.970993;1081;
;;;;1.260000000000001;1.26;23.67;4222;66.4;0;0;0.25;0.07;145.56;0;-15.8262804;-47.9709922;1081;
;;;;1.270000000000001;1.27;23.85;4226;66.4;0;0;0.25;0.07;145.61;0;-15.8262818;-47.9709914;1081;
;;;;1.280000000000001;1.28;24.04;4229;66.4;0;0;0.25;0.08;145.66;0;-15.8262832;-47.9709906;1081;
;;;;1.290000000000001;1.29;24.22;4233;66.4;0;0;0.25;0.08;145.71;0;-15.8262846;-47.9709898;1081;
;;;;1.300000000000001;1.3;24.41;4236;66.4;0;0;0.25;0.09;145.76;0;-15.826286;-47.970989;1081;
;;;;1.310000000000001;1.31;24.59;4226;66.4;0;0;0.26;0.1;145.87;0;-15.8262873;-47.9709882;1081;
;;;;1.320000000000001;1.32;24.78;4217;66.3;0;0;0.27;0.1;145.98;0;-15.8262886;-47.9709874;1081;
;;;;1.330000000000001;1.33;24.96;4207;66.3;0;0;0.28;0.11;146.09;0;-15.8262899;-47.9709866;1081;
;;;;1.340000000000001;1.34;25.14;4197;66.3;0;0;0.29;0.12;146.2;0;-15.8262912;-47.9709858;1081;
;;;;1.350000000000001;1.35;25.33;4188;66.2;0;0;0.3;0.12;146.31;0;-15.8262925;-47.970985;1081;
;;;;1.360000000000001;1.36;25.51;4178;66.2;0;0;0.31;0.13;146.42;0;-15.8262938;-47.9709842;1081;
;;;;1.370000000000001;1.37;25.7;4168;66.2;0;0;0.32;0.14;146.53;0;-15.8262951;-47.9709834;1081;
;;;;1.380000000000001;1.38;25.88;4158;66.2;0;0;0.33;0.15;146.64;0;-15.8262964;-47.9709826;1081;
;;;;1.390000000000001;1.39;26.06;4149;66.1;0;0;0.34;0.15;146.75;0;-15.8262977;-47.9709818;1081;
;;;;1.400000000000001;1.4;26.25;4139;66.1;0;0;0.35;0.16;146.86;0;-15.826299;-47.970981;1081;
;;;;1.410000000000001;1.41;26.43;4134;66.1;0;0;0.36;0.16;146.87;0;-15.8263005;-47.97098;1081;
;;;;1.420000000000001;1.42;26.61;4129;66;0;0;0.37;0.16;146.88;0;-15.826302;-47.970979;1081;
;;;;1.430000000000001;1.43;26.8;4124;66;0;0;0.38;0.16;146.9;0;-15.8263035;-47.970978;1081;
;;;;1.440000000000001;1.44;26.98;4119;65.9;0;0;0.39;0.16;146.91;0;-15.826305;-47.970977;1081;
;;;;1.450000000000001;1.45;27.16;4114;65.9;0;0;0.4;0.17;146.92;0;-15.8263065;-47.970976;1081;
;;;;1.460000000000001;1.46;27.35;4110;65.9;0;0;0.4;0.17;146.93;0;-15.826308;-47.970975;1081;
;;;;1.470000000000001;1.47;27.53;4105;65.8;0;0;0.41;0.17;146.94;0;-15.8263095;-47.970974;1081;
;;;;1.480000000000001;1.48;27.71;4100;65.8;0;0;0.42;0.17;146.96;0;-15.826311;-47.970973;1081;
;;;;1.490000000000001;1.49;27.9;4095;65.7;0;0;0.43;0.17;146.97;0;-15.8263125;-47.970972;1081;
;;;;1.500000000000001;1.5;28.08;4090;65.7;0;0;0.44;0.17;146.98;0;-15.826314;-47.970971;1081;
;;;;1.5100000000000011;1.51;28.26;4088;65.6;0;0;0.45;0.17;147;0;-15.8263153;-47.9709701;1081;
;;;;1.5200000000000011;1.52;28.44;4087;65.6;0;0;0.46;0.17;147.02;0;-15.8263166;-47.9709692;1081;
;;;;1.5300000000000011;1.53;28.62;4086;65.5;0;0;0.47;0.17;147.04;0;-15.8263179;-47.9709683;1081;
;;;;1.5400000000000011;1.54;28.81;4084;65.4;0;0;0.48;0.17;147.06;0;-15.8263192;-47.9709674;1081;
;;;;1.5500000000000012;1.55;28.99;4082;65.3;0;0;0.49;0.17;147.08;0;-15.8263205;-47.9709665;1080;
;;;;1.5600000000000012;1.56;29.17;4081;65.3;0;0;0.5;0.18;147.1;0;-15.8263218;-47.9709656;1080;
;;;;1.5700000000000012;1.57;29.35;4080;65.2;0;0;0.51;0.18;147.12;0;-15.8263231;-47.9709647;1080;
;;;;1.5800000000000012;1.58;29.53;4078;65.1;0;0;0.52;0.18;147.14;0;-15.8263244;-47.9709638;1080;
;;;;1.5900000000000012;1.59;29.71;4076;65.1;0;0;0.53;0.18;147.16;0;-15.8263257;-47.9709629;1080;
;;;;1.6000000000000012;1.6;29.89;4075;65;0;0;0.54;0.18;147.18;0;-15.826327;-47.970962;1080;
;;;;1.6100000000000012;1.61;30.07;4072;64.9;0;0;0.55;0.2;147.38;0;-15.8263285;-47.9709614;1080;
;;;;1.6200000000000012;1.62;30.26;4068;64.9;0;0;0.56;0.21;147.58;0;-15.82633;-47.9709608;1080;
;;;;1.6300000000000012;1.63;30.44;4064;64.8;0;0;0.57;0.23;147.78;0;-15.8263315;-47.9709602;1080;
;;;;1.6400000000000012;1.64;30.62;4061;64.7;0;0;0.58;0.25;147.98;0;-15.826333;-47.9709596;1080;
;;;;1.6500000000000012;1.65;30.8;4058;64.7;0;0;0.59;0.27;148.18;0;-15.8263345;-47.970959;1080;
;;;;1.6600000000000013;1.66;30.97;4054;64.6;0;0;0.61;0.28;148.38;0;-15.826336;-47.9709584;1080;
;;;;1.6700000000000013;1.67;31.15;4050;64.5;0;0;0.62;0.3;148.58;0;-15.8263375;-47.9709578;1080;
;;;;1.6800000000000013;1.68;31.33;4047;64.4;0;0;0.63;0.32;148.78;0;-15.826339;-47.9709572;1080;
;;;;1.6900000000000013;1.69;31.51;4044;64.4;0;0;0.64;0.33;148.98;0;-15.8263405;-47.9709566;1080;
;;;;1.7000000000000013;1.7;31.69;4040;64.3;0;0;0.65;0.35;149.18;0;-15.826342;-47.970956;1080;
;;;;1.7100000000000013;1.71;31.87;4028;64.2;0;0;0.66;0.36;149.32;0;-15.8263435;-47.9709553;1080;
;;;;1.7200000000000013;1.72;32.05;4015;64.2;0;0;0.67;0.38;149.45;0;-15.826345;-47.9709546;1080;
;;;;1.7300000000000013;1.73;32.23;4003;64.2;0;0;0.69;0.39;149.59;0;-15.8263465;-47.9709539;1080;
;;;;1.7400000000000013;1.74;32.4;3991;64.1;0;0;0.7;0.41;149.73;0;-15.826348;-47.9709532;1080;
;;;;1.7500000000000013;1.75;32.58;3978;64;0;0;0.71;0.42;149.87;0;-15.8263495;-47.9709525;1080;
;;;;1.7600000000000013;1.76;32.76;3966;64;0;0;0.72;0.43;150;0;-15.826351;-47.9709518;1080;
;;;;1.7700000000000014;1.77;32.94;3954;64;0;0;0.73;0.45;150.14;0;-15.8263525;-47.9709511;1080;
;;;;1.7800000000000014;1.78;33.12;3942;63.9;0;0;0.75;0.46;150.28;0;-15.826354;-47.9709504;1080;
;;;;1.7900000000000014;1.79;33.29;3929;63.9;0;0;0.76;0.48;150.41;0;-15.8263555;-47.9709497;1080;
;;;;1.8000000000000014;1.8;33.47;3917;63.8;0;0;0.77;0.49;150.55;0;-15.826357;-47.970949;1080;
;;;;1.8100000000000014;1.81;33.65;3909;63.6;0;0;0.78;0.5;150.67;0;-15.8263584;-47.9709483;1080;
;;;;1.8200000000000014;1.82;33.82;3900;63.4;0;0;0.78;0.51;150.79;0;-15.8263598;-47.9709476;1080;
;;;;1.8300000000000014;1.83;34;3892;63.3;0;0;0.79;0.51;150.91;0;-15.8263612;-47.9709469;1080;
;;;;1.8400000000000014;1.84;34.18;3884;63.1;0;0;0.79;0.52;151.03;0;-15.8263626;-47.9709462;1080;
;;;;1.8500000000000014;1.85;34.35;3876;62.9;0;0;0.8;0.53;151.15;0;-15.826364;-47.9709455;1080;
;;;;1.8600000000000014;1.86;34.53;3867;62.7;0;0;0.8;0.54;151.26;0;-15.8263654;-47.9709448;1080;
;;;;1.8700000000000014;1.87;34.7;3859;62.5;0;0;0.81;0.55;151.38;0;-15.8263668;-47.9709441;1080;
;;;;1.8800000000000014;1.88;34.87;3851;62.4;0;0;0.81;0.55;151.5;0;-15.8263682;-47.9709434;1080;
;;;;1.8900000000000015;1.89;35.05;3842;62.2;0;0;0.81;0.56;151.62;0;-15.8263696;-47.9709427;1080;
;;;;1.9000000000000015;1.9;35.22;3834;62;0;0;0.82;0.57;151.74;0;-15.826371;-47.970942;1080;
;;;;1.9100000000000015;1.91;35.39;3833;61.8;0;0;0.82;0.56;151.95;0;-15.8263725;-47.9709415;1080;
;;;;1.9200000000000015;1.92;35.56;3831;61.5;0;0;0.83;0.54;152.16;0;-15.826374;-47.970941;1080;
;;;;1.9300000000000015;1.93;35.74;3830;61.2;0;0;0.83;0.53;152.36;0;-15.8263755;-47.9709405;1080;
;;;;1.9400000000000015;1.94;35.91;3828;61;0;0;0.83;0.51;152.57;0;-15.826377;-47.97094;1080;
;;;;1.9500000000000015;1.95;36.07;3827;60.8;0;0;0.83;0.49;152.78;0;-15.8263785;-47.9709395;1080;
;;;;1.9600000000000015;1.96;36.24;3826;60.5;0;0;0.84;0.48;152.99;0;-15.82638;-47.970939;1080;
;;;;1.9700000000000015;1.97;36.41;3824;60.2;0;0;0.84;0.47;153.2;0;-15.8263815;-47.9709385;1080;
;;;;1.9800000000000015;1.98;36.58;3823;60;0;0;0.84;0.45;153.4;0;-15.826383;-47.970938;1080;
;;;;1.9900000000000015;1.99;36.75;3821;59.8;0;0;0.85;0.43;153.61;0;-15.8263845;-47.9709375;1080;
;;;;2.0000000000000013;2;36.91;3820;59.5;0;0;0.85;0.42;153.82;0;-15.826386;-47.970937;1080;
;;;;2.010000000000001;2.01;37.08;3810;59.3;0;0;0.84;0.41;154.04;0;-15.8263875;-47.9709367;1080;
;;;;2.020000000000001;2.02;37.24;3800;59.2;0;0;0.83;0.4;154.25;0;-15.826389;-47.9709364;1080;
;;;;2.0300000000000007;2.03;37.41;3790;59;0;0;0.83;0.4;154.47;0;-15.8263905;-47.9709361;1080;
;;;;2.0400000000000005;2.04;37.57;3780;58.8;0;0;0.82;0.39;154.68;0;-15.826392;-47.9709358;1080;
;;;;2.0500000000000003;2.05;37.73;3770;58.6;0;0;0.81;0.38;154.9;0;-15.8263935;-47.9709355;1080;
;;;;2.06;2.06;37.9;3759;58.5;0;0;0.8;0.37;155.12;0;-15.826395;-47.9709352;1080;
;;;;2.07;2.07;38.06;3749;58.3;0;0;0.79;0.36;155.33;0;-15.8263965;-47.9709349;1080;
;;;;2.0799999999999996;2.08;38.22;3739;58.1;0;0;0.79;0.36;155.55;0;-15.826398;-47.9709346;1080;
;;;;2.0899999999999994;2.09;38.38;3729;58;0;0;0.78;0.35;155.76;0;-15.8263995;-47.9709343;1080;
;;;;2.099999999999999;2.1;38.54;3719;57.8;0;0;0.77;0.34;155.98;0;-15.826401;-47.970934;1080;
;;;;2.109999999999999;2.11;38.7;3711;57.7;0;0;0.77;0.34;156.44;0;-15.8264023;-47.9709342;1080;
;;;;2.1199999999999988;2.12;38.86;3703;57.5;0;0;0.76;0.35;156.9;0;-15.8264036;-47.9709344;1080;
;;;;2.1299999999999986;2.13;39.02;3695;57.4;0;0;0.76;0.35;157.36;0;-15.8264049;-47.9709346;1080;
;;;;2.1399999999999983;2.14;39.18;3687;57.3;0;0;0.75;0.35;157.82;0;-15.8264062;-47.9709348;1080;
;;;;2.149999999999998;2.15;39.34;3680;57.1;0;0;0.74;0.35;158.28;0;-15.8264075;-47.970935;1080;
;;;;2.159999999999998;2.16;39.5;3672;57;0;0;0.74;0.36;158.73;0;-15.8264088;-47.9709352;1081;
;;;;2.1699999999999977;2.17;39.66;3664;56.9;0;0;0.73;0.36;159.19;0;-15.8264101;-47.9709354;1081;
;;;;2.1799999999999975;2.18;39.82;3656;56.8;0;0;0.73;0.36;159.65;0;-15.8264114;-47.9709356;1081;
;;;;2.1899999999999973;2.19;39.98;3648;56.6;0;0;0.72;0.37;160.11;0;-15.8264127;-47.9709358;1081;
